,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
8043,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,0,4,2,0
1846,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0
6790,2,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
4274,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1
3740,5,3,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0,0
4600,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0,1
5221,5,3,5,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0
6488,2,2,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
2073,5,0,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,5,0,0
1896,5,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0,0
6145,2,3,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
3659,2,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0,0
2379,5,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0,0
1447,2,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
342,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0
7750,3,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
2527,5,3,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0,0
727,5,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1,0
4577,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
976,0,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1,0
8115,5,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,4,4,2,0
3516,2,3,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0,0
5313,2,3,0,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6,0
7792,3,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
3940,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1,1
1299,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
7458,3,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
660,0,2,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
1492,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0
5487,5,3,2,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0
6651,2,3,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
5948,2,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0,0
2315,2,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0,0
7540,5,2,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,2,1,0
7480,3,3,4,0,4,0,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
1085,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0
7663,3,3,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
3198,2,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0,0
5502,3,3,2,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
5516,2,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1,1
67,2,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,1,0
6455,5,2,4,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
2269,5,0,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,4,0,0
5740,5,2,3,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,1,1
4903,5,3,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
6400,2,2,2,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
3447,5,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0,1
2367,2,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1,0
4836,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1,1
5428,2,2,8,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,1,1
2512,5,2,8,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,3,3,0,1
2723,5,3,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,4,0,0
6911,3,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
7704,2,2,3,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0
1143,5,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1,0
7709,3,3,2,0,4,0,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
4832,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4,1
6961,3,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
4728,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0,1
6876,5,2,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
3789,2,3,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0,0
2220,5,0,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,4,0,0
2331,5,3,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0,0
4962,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1
5369,2,2,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,3,1
7132,3,2,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
4088,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0,1
1967,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
6354,2,2,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
7501,3,2,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
4365,2,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5,1
423,2,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,1,0
7034,3,3,1,0,4,1,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
1904,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1,0
7369,5,2,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
3917,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1,1
3618,2,3,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0
839,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0
4596,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4,1
6495,2,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
141,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3,0
6703,2,2,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
1377,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0
3674,2,0,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0,0
6868,2,3,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
7958,3,0,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0
4741,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4,1
3808,2,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1,1
1138,2,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0
2257,5,0,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,4,0,0
1787,5,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
3938,2,3,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0,0
7240,3,2,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
7478,3,2,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
459,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,4,0
7426,3,3,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
948,2,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0
3700,5,3,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0,0
1336,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0
4628,5,0,3,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0,1
6466,3,3,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
1602,2,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1,0
2238,5,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4,1
639,5,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0
7837,3,2,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
3830,2,3,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0,0
5318,5,3,4,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0
5620,5,0,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0
7262,2,2,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
1070,5,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1,0
155,5,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,1,0
2295,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1,0
5184,5,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,1,1
4578,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1
1089,5,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0
2940,5,0,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0,0
6862,2,3,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
4384,5,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1,1
930,5,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
2909,5,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0,0
6573,5,2,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
7450,5,0,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,3,1,0
3247,5,3,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,4,0,0
7377,2,2,4,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0
6840,5,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
5960,5,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
7196,2,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7548,2,2,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4,0
7570,3,2,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,4,0
1698,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1,0
7644,5,0,8,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,2,1,0
8075,2,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,4,1,2,0
7883,2,2,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
3831,5,2,8,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1
7401,1,3,9,0,5,1,1,1,11,0,2,3,3,8,8,0,3,1,0,7,1,2,1
7465,3,2,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
985,5,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
1821,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1,0
7142,2,2,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
587,2,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,5,5,0
7745,2,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,0,1,2,0
6106,5,3,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
7395,3,3,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
8070,3,3,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
5164,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,1,1
6446,3,3,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
3557,5,2,3,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,3,4,0,1
1395,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0,0
264,2,0,8,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0,0
3547,5,2,5,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,4,0,1
6089,2,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
7413,0,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,3,4,2,0
6752,0,0,3,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,3,1,0
3864,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1
6737,5,3,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
2400,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1,1
7453,3,3,4,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
3711,2,0,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0
246,5,2,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0,0
1594,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0
7891,3,3,4,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
5553,2,3,7,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0,0
923,5,2,9,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0,0
5035,5,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1,1
7544,3,3,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
669,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0
3604,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0,1
1910,5,3,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0,0
5669,2,3,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
3958,2,3,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2696,2,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,5,0,0
2591,5,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0,0
1781,2,2,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0
3013,5,0,8,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,3,0,1
2307,5,0,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0,0
4866,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1
3690,2,3,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0,0
687,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0
612,2,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0
3200,2,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0,0
2267,5,3,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,4,0,0
7784,3,2,2,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1
6176,2,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
1898,2,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1,0
6992,3,3,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
258,0,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0
2924,5,3,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0,0
2822,5,3,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0,0
3339,5,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0,1
3525,5,0,5,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1
4563,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1
2285,5,2,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1
6857,2,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
484,2,2,8,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2211,5,3,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,5,0,0
5382,2,3,0,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0
2555,5,3,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0,0
7,0,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0
3657,2,0,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0,0
6878,5,2,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
4874,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4,1
4402,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1,1
2426,5,2,5,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,4,0,1
1814,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
8081,3,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
2274,2,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,4,0,0
1011,5,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0
5503,3,2,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
1067,2,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1991,5,0,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0,0
3970,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4,1
5782,2,2,5,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1
7078,5,2,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
3867,2,0,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,4,0,0
7247,3,2,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
3048,2,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0,0
781,4,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,5,5,0
7879,3,2,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
1749,2,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1,0
2791,5,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0,0
1091,5,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1,0
7979,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,4,4,2,0
6860,3,2,8,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,3,1,0
6909,3,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
6587,2,3,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
2608,5,0,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,5,0,0
6656,5,3,2,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
2290,5,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0,0
1727,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1,0
610,2,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0
4666,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4,1
343,2,0,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
7838,0,0,3,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,2,1,0
6334,5,2,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
3750,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1
5819,5,3,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
7089,3,0,3,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0
3215,2,0,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0,0
97,5,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1,0
5112,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4,1
1537,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1
3588,2,0,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0,0
3648,5,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0,1
6463,2,3,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
5080,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1
1517,2,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1,0
7149,2,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
4624,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1,1
4272,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0,1
3669,2,3,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0,0
2090,5,3,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0,0
572,5,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1,0
7942,5,3,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
6156,5,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
6739,2,3,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
3062,5,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4,1
5155,5,3,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
5887,5,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,1,1
5284,5,3,6,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,4,0,0
5267,5,3,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
5440,5,3,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
4479,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,4,1
7752,3,0,3,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0
370,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,1,0
1938,5,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1,0
5753,2,2,8,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,1,1
7007,5,2,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
3670,5,2,5,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,3,0,1
3652,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,0,1
2361,2,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,5,0,0
4260,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1
5070,5,3,8,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,5,0,0
7318,3,2,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
3737,5,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1
5014,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4,1
5608,3,3,4,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0
5643,2,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1,1
1171,5,0,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0,0
5294,2,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0,1
1422,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0,0
7287,3,2,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
7150,2,3,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
5341,2,3,0,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1,1
